code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06050452],(02.01.2016),Tato značka:,/Vestnik/GetImageQuestion/A8 _6328354207779.gif,"Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla i za neztížených povětrnostních podmínek.","Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla pouze za ztížených povětrnostních podmínek.","Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla pouze za deště, sněhu nebo náledí."
[06050454],(03.01.2016),Tato značka zakazuje vjezd:,/Vestnik/GetImageQuestion/B18_6328354215221.gif,"Vozidlům, která přepravují výbušniny, snadno hořlavý nebo jinak nebezpečný náklad","Vozidlům přepravujícím ropu nebo ropné materiály nebo jiné látky, které by mohly způsobit ohrožení životního prostředí.","Vozidlům, jejichž okamžitá hmotnost připadající na nápravu přesahuje hodnoty stanovené výrobcem vozidla."
[06050457],(03.01.2016),Tato dopravní značka znamená:,/Vestnik/GetImageQuestion/B1_6328354245404.gif,Zákaz vjezdu všech vozidel (v obou směrech).,Zákaz vjezdu všech motorových vozidel (v obou směrech).,Zákaz vjezdu všech nemotorových vozidel (v obou směrech).
[06050461],(04.01.2016),Tato značka znamená:,/Vestnik/GetImageQuestion/C 2b.jpg,Přikázaný směr jízdy vpravo.,Přikázaný směr objíždění vpravo.,Jednosměrný provoz.
[06050526],(03.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/B28_6328336477331.jpg,"Zakazuje zastavení nebo stání, tj. uvedení vozidla do klidu, kromě případů vyvolaných okolnostmi v provozu na pozemních komunikacích jako je např. stojící kolona vozidel apod.","Zakazuje stání, tj. uvedení vozidla do klidu na dobu delší, než je doba nezbytně nutná k neprodlenému nastoupení nebo vystoupení přepravovaných osob nebo k neprodlenému naložení a vyložení nákladu.",Zakazuje zastavení  s výjimkou doby nezbytně nutné k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.
[06050550],(02.01.2016),Tato dopravní značka znamená:,/Vestnik/GetImageQuestion/A2a_6328435770785.gif,"Dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vpravo.","Nebezpečí smyku na místě nebo úseku pozemní komunikace, za ztížených povětrnostních podmínek.","Dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vlevo."
[06050551],(03.01.2016),Tato dopravní značka upozorňuje:,/Vestnik/GetImageQuestion/A7b_6328435794083.gif,"Na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.","Na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.",Na vyjeté koleje ve vozovce.
[06050624],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A6b_6328349668209.jpg,"Upozorňuje na místo, kde se vozovka oproti předcházejícímu úseku výrazně zužuje z pravé strany.","Upozorňuje na snížení počtu jízdních pruhů v místě a vyznačuje, který pruh je průběžný.","Upozorňuje na místo, kde se vozovka oproti předcházejícímu úseku výrazně zužuje z levé strany."
[06050625],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A7a_6328349678432.jpg,"Upozorňuje na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.","Upozorňuje na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.","Bezprostředně označuje umělou nerovnost na vozovce, jejímž účelem je snížení rychlosti jedoucích vozidel a je zpravidla označena žlutočernými pruhy."
[06050626],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A5b_6328349685603.jpg,Upozorňuje na úsek pozemní komunikace s prudkým stoupáním. Na značce se uvádí skutečný nejvyšší podélný sklon vozovky.,"Upozorňuje na úsek pozemní komunikace, kde místní podmínky činí klesání nebezpečným. Na značce se uvádí skutečný nejvyšší podélný sklon vozovky.","Upozorňuje na únikový pruh za nebezpečným klesáním, kde lze v případě nouze, například při sníženém účinku brzd, zastavit vozidlo pomocnými prostředky, například protisvahem, hrubým štěrkovým povrchem apod."
[06050627],(02.01.2016),Tato značka upozorňuje řidiče:,/Vestnik/GetImageQuestion/A4 _6328354240307.gif,Na křižovatku s kruhovým objezdem.,Na dopravní okruh zřízený pro objíždění obce nebo její části.,Na změnu místní úpravy provozu na pozemních komunikacích na dopravním okruhu.
[06050641],(03.01.2016),"Vyberte dopravní značku, která řidiče upozorňuje na místo, kde je provoz na pozemní komunikaci řízen světelnými signály, které by řidič jinak neočekával, nebo které nejsou s ohledem na místní podmínky viditelné z dostatečné vzdálenosti. :",,.,.,.
[06050642],(31.05.2006),Která z těchto dopravních značek zakazuje zastavení?,,.,.,.
[06060004],(03.01.2016),Zákaz vjezdu vyplývající z vyobrazené dopravní značky platí pro:,/Vestnik/GetImageQuestion/B10_6328476434435.jpg,Ruční vozíky o okamžité šířce větší než 600 mm.,Ruční vozíky o okamžité šířce do 600 mm.,Všechna potahová vozidla o okamžité šířce větší než 600 mm.
[06060052],(03.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/B32_6328336487159.jpg,"Zakazuje jízdu (nikoli jen vjezd) pro určená vozidla v území, pro které byla vyhlášena smogová situace podle zvláštního právního předpisu.","Upozorňuje řidiče na oblast, zejména část obce, kde je omezen provoz vozidel, která nesplňují zvláštní emisní podmínky.","Zakazuje jízdu vozidlům, která nemají přidělenou emisní plaketu na základě jejich emisní kategorie odrážející zátěž životního prostředí."
[06060053],(02.01.2016),Která z vyobrazených dopravních značek nepatří do značek upravujících přednost?,,.,.,.
[06060055],(31.12.2015),Tato výstražná dopravní značka:,/Vestnik/GetImageQuestion/A30_6328276591798.jpg,Upozorňuje řidiče na železniční přejezd nevybavený závorami.,Upozorňuje řidiče na železniční přejezd vybavený závorami.,Upozorňuje řidiče na jednokolejný železniční přejezd.
[06060056],(01.03.2022),Tato výstražná dopravní značka upozorňuje řidiče:,/Vestnik/GetImageQuestion/A28_6328276587006.jpg,"Na úsek pozemní komunikace, kde je nebezpečné vjet na krajnici.","Na místo nebo úsek pozemní komunikace, kde je dovolené parkování na krajnici.",Na místo dopravní nehody.
[06060057],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A31b_6328276597379.jpg,"Se umisťuje ve vzdálenosti 160 m před železničním přejezdem, na nějž upozorňuje.","Se umisťuje ve vzdálenosti 140 m před železničním přejezdem, na nějž upozorňuje.","Se umisťuje ve vzdálenosti 240 m před železničním přejezdem, na nějž upozorňuje."
[06060058],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A25_6328276579134.jpg,"Upozorňuje zejména na místo, kde tramvaj křižuje směr jízdy ostatních vozidel.",Upozorňuje na železniční přejezd bez závor.,"Upozorňuje na místo, kde má řidič povinnost dát přednost v jízdě tramvaji, a to zejména mimo křižovatku"
[06060059],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A32a_6328276601967.jpg,"Upozorňuje na jednokolejný železniční přejezd. Je-li řidič povinen před železničním přejezdem zastavit vozidlo, zastaví před touto značkou.","Upozorňuje na jednokolejný železniční přejezd. Je-li řidič povinen před železničním přejezdem zastavit vozidlo, zastaví na místě, odkud má na železniční trať náležitý rozhled.","Upozorňuje na vícekolejný železniční přejezd, kde je potřeba dbát zvýšené opatrnosti pro případ současného průjezdu vlaků z obou směrů."
[06060160],(03.01.2016),Tato dopravní značka upozorňuje účastníky provozu na pozemních komunikacích:,/Vestnik/GetImageQuestion/A18_6328571877132_127945883713202500.jpg,"Na místo nebo úsek pozemní komunikace, kde se může vlivem sesuvů nebo padání kamenů na pozemní komunikaci vyskytovat kamení nebo zemina.","Na místo nebo úsek pozemní komunikace, kde se na vozovce vyskytuje volný štěrk,","Místo nebo úsek, v jehož blízkosti se nachází kamenolom."
[06060161],(04.01.2016),Tato značka:,/Vestnik/GetImageQuestion/B 27.jpg,Zakazuje řidiči pokračovat v jízdě bez zastavení vozidla v prostoru u značky.,Zakazuje řidiči pokračovat v jízdě bez zastavení vozidla v prostoru státní hranice a současně označuje státní hranici.,Upozorňuje řidiče na stanici technické kontroly a měření emisí.
[06060162],(03.01.2016),Tato značka:,/Vestnik/GetImageQuestion/B23b_6328572430760_127945939076015000.jpg,Ukončuje platnost značky „Zákaz výstražných zvukových znamení“.,Zakazuje užívání výstražných zvukových znamení.,Ukončuje zákaz užívání výstražných znamení.
[06060163],(03.01.2016),Tato dopravní značka zakazuje vjezd vozidlům:,/Vestnik/GetImageQuestion/B18_6328572441417_127945940141796250.jpg,"Přepravujícím výbušniny, snadno hořlavý nebo jinak nebezpečný náklad a označeným podle zvláštních předpisů.",Které nejsou opatřeny příslušnou emisní plaketou přidělovanou na základě jejich emisní kategorie odrážející zátěž životního prostředí.,"Přepravujícím ropu nebo ropné materiály nebo jiné látky, které by mohly způsobit ohrožení životního prostředí, zejména znečištění vody."
[06060164],(03.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/B26_6328572447508_127945940750858750.jpg,"Ukončuje platnost všech zákazů, které jsou stanoveny pro jedoucí vozidla.",Upozorňuje řidiče na blížící se dopravní značku se zákazem nebo omezením jízdy pro jedoucí vozidla.,Upozorňuje na následující omezení v jízdě pro řidiče nákladních automobilů přepravujících nebezpečný náklad.
[06060165],(03.01.2016),Na takto označené pozemní komunikace je zakázán vjezd:,/Vestnik/GetImageQuestion/B4_6328572460199_127945942019921250.jpg,"Nákladním automobilům, tahačům přívěsu nebo návěsu a speciálním automobilům; značka neplatí pro obytné automobily.",Nákladním automobilům s nejvyšší dovolenou hmotností nepřevyšující 3.500 kg; značka neplatí pro obytné automobily.,Nákladním automobilům s nejvyšší dovolenou hmotností převyšující 3.500 kg; značka neplatí pro obytné automobily.
[06060166],(12.06.2006),Tato dopravní značka zakazuje vjezd:,/Vestnik/GetImageQuestion/B11_6328572532758_127945949275858750.jpg,Všech motorových vozidel.,Osobních vozidel a motocyklů.,Všech motorových i nemotorových vozidel.
[06060167],(03.01.2016),Vyobrazená dopravní značka zakazuje vjezd:,/Vestnik/GetImageQuestion/B2_6328572573597_127945953359765000.jpg,"Všem druhům vozidel na jednosměrnou pozemní komunikaci, v níž je provoz veden opačným směrem.",Všem druhům vozidel v obou směrech pozemní komunikace.,"Nemotorovým vozidlům ze směru, kde je značka umístěna."
[06060169],(03.01.2016),Tato značka:,/Vestnik/GetImageQuestion/B17_6328572685678_127945964567890000.gif,"Zakazuje vjezd vozidel nebo jízdních souprav, jejichž okamžitá délka včetně nákladu je větší než údaj uvedený na značce.",Informuje o bezpečném odstupu mezi jedoucími nákladními vozidly včetně vyznačení vzdálenosti.,"Zakazuje řidiči vozidla udržovat od vozidla jedoucího před ním vzdálenost menší, než je stanovena údajem uvedeným na značce."
[06060170],(12.06.2006),Do úseku pozemní komunikace označeného touto dopravní značkou je dovoleno vjet:,/Vestnik/GetImageQuestion/B3a_6328572793174_127945975317421250.jpg,Jen nemotorovým vozidlům a motocyklům bez postranního vozíku.,"Jen vozidlům určeným k přepravě osob, jejichž celková hmotnost nepřesahuje 3.500 kg.",Jen nemotorovým vozidlům.
[06060171],(03.01.2016),V úseku pozemní komunikace označeném touto dopravní značkou:,/Vestnik/GetImageQuestion/B21a_6328572812838_127945977283827500.jpg,Je řidiči zakázáno předjíždět motorové vozidlo vlevo s výjimkou motocyklů bez postranního vozíku.,Je řidiči nákladního automobilu o nejvyšší povolené hmotnosti převyšující 3500 kg zakázáno předjíždět motorové vozidlo vlevo.,Je řidiči zakázáno předjíždět motorové i nemotorové vozidlo vlevo.
[06060233],(03.01.2016),Tato značka upozorňuje na:,/Vestnik/GetImageQuestion/A27_6328579571592_127946653159296250.gif,Místo dopravní nehody.,"Místo, kde často dochází k dopravním nehodám.",Usek pozemní komunikace směřující na nechráněné nábřeží nebo břeh vodní plochy.
[06060234],(13.06.2006),Tato dopravní značka zakazuje:,/Vestnik/GetImageQuestion/B33_6328579884971_127946684497108750.jpg,Vjezd motorových vozidel s přívěsem a návěsem.,Vjezd potahovým vozidlům.,Vjezd ručních vozíků širších než je 600 mm.
[06060235],(04.01.2016),"Vyberte dopravní značku, která označuje konec úseku pozemní komunikace s nejnižší dovolenou rychlostí:",,.,.,.
[06060237],(13.06.2006),Řidič vozidla z výhledu je upozorňován:,/Vestnik/GetImageQuestion/0109_6328581136072_127946809607265000.swf.mp4,Na nebezpečnou zatáčku vlevo.,"Na skutečnost, že za zatáčkou je ve vzdálenosti 240 m železniční přejezd.","Na skutečnost, že za zatáčkou je ve vzdálenosti 80 m železniční přejezd."
[06060254],(14.06.2006),Na křižovatce označené touto dopravní značkou:,/Vestnik/GetImageQuestion/0073_6328590276803_127947723680390000.swf.mp4,Musíte odbočit vpravo.,Nesmíte odbočit vpravo.,"Můžete odbočit vpravo, jen pokud hodláte zastavit na volném místě na parkovišti."
[06060258],(14.06.2006),Tato dopravní značka:,/Vestnik/GetImageQuestion/0262_6328027484579.swf.mp4,Platí jen pro nejbližší křižovatku.,"Platí pro všechny následující křižovatky v přímém směru, pokud její platnost není ukončena dopravní značkou ""Hlavní pozemní komunikace"".","Platí pro všechny křižovatky na území obce, které je označeno příslušnou dopravní značkou."
[06060296],(15.06.2006),Za nejbližší svislou dopravní značkou jako řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/0023_6328286442925.swf.mp4,Máte přednost v jízdě před protijedoucími vozidly.,Musíte dát přednost v jízdě protijedoucím vozidlům.,"Musíte jet po krajnici, pokud je to nezbytné pro vyhnutí se protijedoucím vozidlům, která nesmíte omezit."
[06060297],(15.06.2006),V úseku za touto dopravní značkou:,/Vestnik/GetImageQuestion/0033_6328286913912.swf.mp4,Smí jet řidič rychlostí nejvýše 20 km/h.,Smí jet řidič rychlostí nejvýše 30 km/h.,Smí jet řidič rychlostí nejvýše 50 km/h.
[06060298],(15.06.2006),V úseku za touto dopravní značkou:,/Vestnik/GetImageQuestion/0033_6328286951287.swf.mp4,Smí řidič stát jen na místech označených jako parkoviště; zastavit však smí i mimo parkoviště.,"Není zastavení, stání ani parkování právní úpravou omezeno.",Smí řidič zastavit a stát jen na místech označených jako parkoviště.
[06060299],(15.06.2006),V úseku za touto dopravní značkou:,/Vestnik/GetImageQuestion/0033_6328287023637.swf.mp4,"Musí řidič dbát zvýšené ohleduplnosti vůči chodcům, které nesmí ohrozit.","Má vždy řidič motorového i nemotorového vozidla přednost před chodci, kteří ho nesmějí omezit.",Musí řidič dbát zvýšené ohleduplnosti vůči chodcům jen na přechodech pro chodce.
[06060300],(15.06.2006),Za vyobrazenou dvojicí dopravních značek:,/Vestnik/GetImageQuestion/0037_6328287089829.swf.mp4,Bude řidič vjíždět na kruhový objezd; vozidlům jedoucím po kruhovém objezdu musí dát přednost v jízdě.,Bude řidič vjíždět na dálnici; je povinen použít připojovací pruh a musí dát přednost v jízdě vozidlům jedoucím v průběžném pruhu.,"Musí řidič odbočit vlevo, přičemž je povinen dát přednost v jízdě vozidlům jedoucím v obou směrech."
[06060302],(15.06.2006),"Pokud jako řidič vidíte na vozovce tento symbol, musíte:",/Vestnik/GetImageQuestion/0076_6328288195275.swf.mp4,"Přizpůsobit jízdu tomu, že se blížíte k přechodu pro chodce.","Snížit rychlost jízdy na 20 km/h, protože vjíždíte do pěší zóny.","Zastavit vozidlo, protože za ním začíná stezka pro chodce, na kterou nesmíte vjíždět."
[06060303],(15.06.2006),Na vyobrazené křižovatce musíte jako řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/0078_6328288235670.swf.mp4,Odbočit vpravo.,Dát přednost v jízdě vozidlům přijíždějícím zleva.,Dát přednost v jízdě vozidlům v obou směrech.
[06060304],(15.06.2006),Za touto dopravní značkou smíte jet rychlostí:,/Vestnik/GetImageQuestion/0117_6328288514742.swf.mp4,"Nejvýše 50 km/h, protože vjíždíte do obce.","Nejvýše 20 km/h, protože vjíždíte do obytné zóny.","Nejvýše 60 km/h, protože vjíždíte do obce."
[06060305],(15.06.2006),Za touto dopravní značkou smíte jet rychlostí:,/Vestnik/GetImageQuestion/0117_6328599296336_127948625633620953.swf.mp4,Nejvýše 50 km/h.,Nejvýše 20 km/h.,Nejvýše 60 km/h.
[06060306],(03.01.2016),Za touto dopravní značkou řidič:,/Vestnik/GetImageQuestion/0130_6328288543095.swf.mp4,"Musí dbát zvýšené opatrnosti a dát přednost v jízdě protijedoucímu vozidlu, pokud se s ním nemůže bezpečně vyhnout.","Nemusí měnit způsob jízdy, protože má přednost v jízdě před protijedoucími vozidly.","Protijedoucího vozidla smí do následujícího úseku pozemní komunikace vjet pouze v případě, kdy se jeho a protijedoucí vozidlo mohou bezpečně vyhnout."
[06060307],(31.12.2015),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/0403.jpg,Smí pokračovat v jízdě pouze ve směru přímo přitom musí dát přednost v jízdě vozidlům přijíždějícím zprava.,"Smí pokračovat v jízdě pouze ve směru přímo a přitom má přednost v jízdě, protože přijíždí po hlavní pozemní komunikaci.",Smí pokračovat v jízdě pouze ve směru přímo přitom nemusí dát přednost v jízdě vozidlům přijíždějícím zprava.
[06060313],(15.06.2006),Nejbližší dopravní značka:,/Vestnik/GetImageQuestion/0186_6328597893787.swf.mp4,Platí jen pro nejbližší křižovatku.,"Platí pro všechny následující křižovatky v přímém směru, pokud její platnost není ukončena dopravní značkou ""Konec hlavní pozemní komunikace"".","Platí pro všechny křižovatky na území obce, které je označeno příslušnou dopravní značkou."
[06060314],(15.06.2006),Řidič vozidla z výhledu na nejbližší křižovatce za první dopravní značkou:,/Vestnik/GetImageQuestion/0186_6328597886151.swf.mp4,"Nemusí výrazně měnit způsob jízdy, protože je na hlavní pozemní komunikaci.","Musí přizpůsobit jízdu tomu, že řidič v protisměru má přednost v jízdě.","Musí přizpůsobit jízdu tomu, že bude dávat přednost v jízdě vozidlům, která mohou přijíždět zprava."
[06060317],(15.06.2006),Za nejbližší dopravní značkou v daném případě:,/Vestnik/GetImageQuestion/0383_6328597795018.swf.mp4,"Se musíte řídit světelnými signály, které jsou této dopravní značce nadřazeny.",Musíte dát přednost v jízdě vozidlům jedoucím po hlavní pozemní komunikaci. Tato značka je nadřazena světelným signálům.,Musíte dát přednost v jízdě pouze vozidlům hromadné dopravy osob.
[06060325],(15.06.2006),"Dopravní značka, kterou vidíte jako nejbližší, znamená:",/Vestnik/GetImageQuestion/0188_6328597847715.swf.mp4,Hlavní pozemní komunikace.,Konec hlavní pozemní komunikace.,Dej přednost v jízdě!
[06060399],(16.06.2006),"V situaci na obrázku musí řidič při řízení zohlednit, že:",/Vestnik/GetImageQuestion/0211_6328027230468.swf.mp4,"Je dopravní značkou předem upozorňován na přechod pro chodce, který bude následovat ve vzdálenosti 150 m.","Je dopravní značkou upozorňován na úsek o délce 150 m, kde lze očekávat zvýšený pohyb chodců.","Je dopravní značkou předem upozorňován na práci na silnici, která je vykonávána ve vzdálenosti 150 m."
[06060405],(16.06.2006),Za touto dopravní značkou:,/Vestnik/GetImageQuestion/0066_6328288094196.swf.mp4,Může řidič zastavit na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu; stát tam však nesmí.,Nesmí řidič ani zastavit na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.,"Nesmí řidič zastavit, stát ani zastavit vozidlo."
[06060406],(16.06.2006),Za touto dopravní značkou:,/Vestnik/GetImageQuestion/0046_6328287966676.swf.mp4,Je řidiči zakázáno jet rychlostí více než 30 km/h.,"Je řidiči přikázáno jet rychlostí nejméně 30 km/h, pokud s ohledem na provozní podmínky lze této rychlosti dosáhnout.",Je řidiči doporučeno řidiči jet rychlostí nejvýše 30 km/h.
[06060407],(31.12.2015),Ve vyobrazené situaci:,/Vestnik/GetImageQuestion/0049_6328287975710.swf.mp4,"Musí řidič přizpůsobit jízdu s předpokladem, že za horizontem bude snižovat rychlost jízdy nebo zastavovat před přechodem pro chodce.","Musí řidič snížit rychlost jízdy, neboť je upozorněn dopravní značkou na úsek pozemní komunikace, kde místní podmínky činí klesání nebezpečným.","Musí řidič snížit rychlost jízdy z důvodu umělé nerovnosti na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel."
[06060410],(16.06.2006),Tímto směrovým sloupkem může být:,/Vestnik/GetImageQuestion/Z11d_6328528629103.jpg,"Vymezeno místo, kde účelová pozemní komunikace (např. polní cesta) vyúsťuje na jinou pozemní komunikaci.",Označeno místo častých dopravních nehod.,Zvýrazněna či nahrazena vodorovná dopravní značka podélná čára souvislá.
[06060411],(16.06.2006),Tento směrový sloupek:,/Vestnik/GetImageQuestion/Z11c_6328602536507_127948949650736852.jpg,Vymezuje vyústění účelové pozemní komunikace na jinou pozemní komunikaci.,Upozorňuje řidiče na nezpevněnou krajnici.,"Označuje kluzký úsek pozemní komunikace, kde hrozí smyk vozidla."
[06060415],(16.06.2006),Lze za nejbližší dopravní značkou zastavit za účelem neprodleného vystoupení přepravovaných osob?,/Vestnik/GetImageQuestion/0052_6328288024898.swf.mp4,Ano.,Ne.,
[06060416],(16.06.2006),Lze před nejbližší dopravní značkou zastavit za účelem neprodleného vyložení nákladu?,/Vestnik/GetImageQuestion/0052_6328602691306_127948965130855049.swf.mp4,Ne.,Ano.,
[06060419],(02.02.2016),Za první skupinou dopravních značek:,/Vestnik/GetImageQuestion/0193_6328604630505.swf.mp4,Musí řidič vozidla z výhledu na nejbližší křižovatce odbočit vpravo nebo vlevo.,"Může řidič vozidla z výhledu pokračovat v jízdě v přímém směru, neohrozí-li řidiče jedoucího na křižovatce zleva.",Bude řidič vozidla z výhledu vjíždět na kruhový objezd.
[06060472],(03.01.2016),Zákaz vjezdu podle vyobrazené dopravní značky platí pro:,/Vestnik/GetImageQuestion/B17_6328607173804_127949413380432581.jpg,"Vozidla nebo soupravy vozidel, jejichž okamžitá délka včetně nákladu přesahuje vyznačenou mez.",Nákladní vozidla a jejich jízdní soupravy.,Dodávkové a nákladní automobily a jejich jízdní soupravy o nejvyšší povolené hmotnosti  nepřevyšující 7000 kg.
[06060474],(03.01.2016),Tato značka zakazuje vjezd:,/Vestnik/GetImageQuestion/B14_6328607227401_127949418740142866.jpg,"Všech vozidel, jejichž okamžitá hmotnost připadající na nápravu přesahuje údaj uvedený na značce.","Všech vozidel, jejichž okamžitá hmotnost připadající na nápravu nedosahuje údaj uvedený na značce.",Všech přípojných jednonápravových vozidel.
[06060475],(03.01.2016),Tato značka označuje:,/Vestnik/GetImageQuestion/A27_6328607234530_127949419453052297.gif,Místo dopravní nehody.,Místo nebezpečí pádu vozidla z nezpevněné krajnice.,Úsek častých dopravních nehod.
[06060476],(03.01.2016),Vyobrazená dopravní značka:,/Vestnik/GetImageQuestion/B10_6328607246046_127949420604675224.jpg,Zakazuje vjezd ručních vozíků o okamžité šířce větší než 600 mm.,Zakazuje vjezd potahových vozidel.,Upozorňuje na práci na pozemní komunikaci kde jsou používány ruční pracovní stroje.
[08080030],(08.01.2024),Na tomto místě může zastavit a stát:,/Vestnik/GetImageQuestion/0478_6335354970249_128624193025107500.swf.mp4,"Jen vozidlo, které přepravuje osobu těžce postiženou nebo těžce pohybově postiženou, které je označeno speciálním označením a příslušnou registrační značkou.","Vozidlo rodinných příslušníků osoby těžce postižené, které ale není označeno speciálním označením.","Pokud je parkovací místo volné, může zde zastavit a stát i jiné vozidlo s označením O1."
[08100088],(21.01.2016),"Vyberte dopravní značku, která řidiče upozorňuje na místo, kde je provoz na pozemní komunikaci řízen světelnými signály, které by řidič jinak neočekával, nebo které nejsou s ohledem na místní podmínky viditelné z dostatečné vzdálenosti:",,.,.,.
[08100094],(21.01.2016),"Která z vyobrazených dopravních značek neumožňuje řidiči, pokud to ostatní okolnosti provozu na pozemních komunikacích dovolují, jet rychlostí 25 km/h :",,.,.,.
[08120015],(03.01.2016),Tato dopravní značka upozorňuje na:,/Vestnik/GetImageQuestion/0043_6336408264363.swf.mp4,"Křižovatku, na které není přednost v jízdě upravena svislými dopravními značkami.","Křižovatku, na které je přednost v jízdě dále upravena svislými dopravními značkami.","Blízkost železničního přejezdu, který není opatřen železničním zabezpečovacím zařízením."
[08120016],(05.12.2008),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/0023_6336408310704.swf.mp4,Má přednost v jízdě před protijedoucími vozidly.,Nemá přednost v jízdě před protijedoucími vozidly.,Musí dodržovat označený směr jízdy.
[08120017],(05.12.2008),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/0037_6336408321370.swf.mp4,Musí dát přednost v jízdě vozidlu jedoucímu po kruhovém objezdu a jet ve směru šipek zobrazených na příkazové značce.,Má přednost v jízdě před vozidlem jedoucím po kruhovém objezdu pokud dává znamení o změně směru jízdy.,Musí vždy na hranici křižovatky zastavit vozidlo a dát přednost v jízdě vozidlu jedoucímu po kruhovém objezdu.
[10040037],(26.04.2010),Na obrázku není znázorněna dopravní značka:,/Vestnik/GetImageQuestion/K-11A-1_6340790614809_129167757480900000.swf.mp4,"""Hlavní pozemní komunikace"".","""Přechod pro chodce"".","""Dej přednost v jízdě"", s dodatkovou tabulkou."
[11040007],(03.01.2016),Tato značka upozorňuje:,/Vestnik/GetImageQuestion/A4 _6343967777853_129485473785340000.gif,Na křižovatku s kruhovým objezdem.,Na změnu dopravního okruhu zřízeného pro objíždění obce nebo její části.,Na směr k výjezdu z kruhového parkoviště.
[15120002],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/m0262_6334223001298.swf.mp4,Platí jen pro nejbližší křižovatku.,"Platí pro všechny následující křižovatky v přímém směru, pokud její platnost není ukončena dopravní značkou ""Hlavní pozemní komunikace"".","Platí pro všechny křižovatky na území obce, které jsou označeny touto  dopravní značkou."
